City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
313,saint-pierre,-21.3393,55.4781,23.28,68,0,2.57,RE,1676578560
314,yar-sale,66.8333,70.8333,-5.51,83,100,6.76,RU,1676578560
315,kunashak,55.7032,61.5498,-15.28,68,100,2.02,RU,1676578560
316,baherden,38.4362,57.4316,5.18,87,98,2.23,TM,1676578561
317,noumea,-22.2763,166.4572,25.56,99,15,2.13,NC,1676578475
318,lensk,60.7253,114.9278,-15.17,91,99,4.14,RU,1676578561
319,fairlie,55.756,-4.8556,11.33,92,100,4.92,GB,1676578561
320,tongren,27.7172,109.1853,7.66,74,98,0.27,CN,1676578561
321,bugko,12.5356,124.7923,25.01,71,100,6.93,PH,1676578561
322,tarko-sale,64.9225,77.785,-5.81,91,100,11.44,RU,1676578561
323,birjand,32.8663,59.2211,10.26,66,75,2.06,IR,1676578562
324,bathsheba,13.2167,-59.5167,28.34,61,40,10.29,BB,1676578562
325,lala,7.9745,123.7458,23.74,85,100,4.94,PH,1676578562
326,nouadhibou,20.931,-17.0347,17.99,48,0,9.77,MR,1676578562
327,acari,-15.4311,-74.6158,26.31,79,100,4.51,PE,1676578562
328,kawalu,-7.3817,108.2082,22.02,94,100,0.69,ID,1676578562
329,songjianghe,42.1859,127.479,-10.98,89,21,2.75,CN,1676578562
330,alyangula,-13.8483,136.4192,29.01,71,82,3.48,AU,1676578562
331,voh,-20.9667,164.7,22.51,76,15,2.67,NC,1676578563
332,itarema,-2.9248,-39.9167,26.46,76,100,4.24,BR,1676578563
333,lazaro cardenas,17.9583,-102.2,28.05,51,0,5.64,MX,1676578563
334,kununurra,-15.7667,128.7333,24.99,94,64,1.03,AU,1676578563
335,duluth,46.7833,-92.1066,-6.36,52,0,4.12,US,1676578563
336,erzin,36.9559,36.2,4.85,46,0,1.67,TR,1676578563
337,rudnichnyy,59.617,52.4703,-22.88,100,90,0.7,RU,1676578563
338,hamilton,39.1834,-84.5333,15.42,93,100,5.66,US,1676578563
339,seoul,37.5683,126.9778,-1.31,60,91,0.72,KR,1676578319
340,beira,-19.8436,34.8389,29.05,84,20,5.66,MZ,1676578564
341,angoche,-16.2325,39.9086,23.8,84,91,4.28,MZ,1676578564
342,san jose,37.3394,-121.895,14.84,34,100,5.66,US,1676578425
343,srandakan,-7.9386,110.2506,23.77,93,100,1.92,ID,1676578564
344,vikarabad,17.3333,77.9,20.75,24,3,2.49,IN,1676578564
345,nuuk,64.1835,-51.7216,-8.66,67,75,4.63,GL,1676578564
346,asmar,35.0333,71.3581,14.59,52,100,3.83,AF,1676578564
347,port said,31.2565,32.2841,14.7,65,2,4.79,EG,1676578564
348,samarai,-10.6167,150.6667,27.94,76,100,4.93,PG,1676578565
349,ewa beach,21.3156,-158.0072,25.47,71,75,2.06,US,1676578565
350,tigil,57.8,158.6667,-23.31,99,100,0.72,RU,1676578565
351,maneadero,31.7167,-116.5667,16.72,40,100,1.79,MX,1676578565
352,taikang,46.8333,124.4167,-17.07,92,19,2.72,CN,1676578565
353,ancud,-41.8697,-73.8203,15.24,45,99,3.27,CL,1676578565
354,hambantota,6.1241,81.1185,22.41,80,16,6.16,LK,1676578565
355,klaksvik,62.2266,-6.589,4.51,65,100,7.21,FO,1676578565
356,mayumba,-3.432,10.6554,25.9,86,72,1.62,GA,1676578565
357,saint-joseph,-21.3667,55.6167,22.21,77,16,2.28,RE,1676578566
358,mana,5.6592,-53.7767,25.55,85,99,4.66,GF,1676578566
359,adrar,20.5022,-10.0711,27.86,16,99,5.34,MR,1676578566
360,laguna,38.421,-121.4238,14.88,42,0,3.6,US,1676578566
361,takapau,-40.0333,176.35,13.74,85,90,3.61,NZ,1676578566
362,paamiut,61.994,-49.6678,-6.59,79,100,3.36,GL,1676578566
363,saint-denis,48.9167,2.3333,12.43,79,100,5.14,FR,1676578566
